tipo_establecimiento,tipo_titularidad,direccion_completa,municipio_nombre,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,direccion_coordenada_x,direccion_coordenada_y,codigo_dea
Otros,Privada,"Madrid, Avda, del Arroyo del Santo, 7, 28042",Madrid,Avda,del Arroyo del Santo,7,28042,447353,4478019,"2023-152"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Avda, de los Prunos, 100, 28042",Madrid,Avda,de los Prunos,100,28042,447542,4478312,"2018-2089"
Centro educativo,Privada,"Madrid, Calle, de San Enrique de Ossó, 46, 28055",Madrid,Calle,de San Enrique de Ossó,46,28055,445819,4483940,"2019-1437"
Centro educativo,Privada,"Madrid, Calle, de San Enrique de Ossó, 46, 28055",Madrid,Calle,de San Enrique de Ossó,46,28055,445819,4483940,"2019-1436"
Otros,Privada,"Madrid, Calle, de San Enrique de Ossó, 321, 28055",Madrid,Calle,de San Enrique de Ossó,321,28055,446074,4483763,"2022-925"
Establecimiento dependiente de una Administración Pública,Pública,"Parla, Calle, Zuloaga, 2, 28982",Parla,Calle,Zuloaga,2,28982,435362,4454819,"2018-2120"
Centro educativo,Privada,"Valdemoro, Paseo, Juncarejo, SN, 28341",Valdemoro,Paseo,Juncarejo,SN,28341,442495,4448313,"2018-1799"
Centro educativo,Privada,"Valdemoro, Paseo, Juncarejo, 0, 28341",Valdemoro,Paseo,Juncarejo,0,28341,442401,4448098,"2019-804"
Centro de trabajo con más de 250 trabajadores,Privada,"Valdemoro, Avda, de las Morcilleras, 0, 28343",Valdemoro,Avda,de las Morcilleras,0,28343,442759,4450159,"2022-1203"
Otros,Privada,"Valdemoro, Avda, de las Morcilleras, 29, 28343",Valdemoro,Avda,de las Morcilleras,29,28343,442790,4450258,"2023-338"
Centro de trabajo con más de 250 trabajadores,Privada,"Valdemoro, Avda, del Majuelo, 34, 28343",Valdemoro,Avda,del Majuelo,34,28343,442468,4451107,"2018-982"
Otros,Privada,"Madrid, Calle, de Valmayor, 1, 28019",Madrid,Calle,de Valmayor,1,28019,439448,4472064,"2018-1941"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 9, 28033",Madrid,Calle,Vía de los Poblados,9,28033,446468,4480635,"2019-363"
Otros,Privada,"Madrid, Calle, Vía de los Poblados, 3, 28033",Madrid,Calle,Vía de los Poblados,3,28033,446251,4480746,"2019-2746"
Otros,Privada,"Madrid, Calle, Vía de los Poblados, 9, 28033",Madrid,Calle,Vía de los Poblados,9,28033,446468,4480643,"2018-1589"
Otros,Privada,"Madrid, Calle, Vía de los Poblados, 3, 28033",Madrid,Calle,Vía de los Poblados,3,28033,446431,4480622,"2018-760"
Otros,Privada,"Madrid, Calle, Vía de los Poblados, 10, 28033",Madrid,Calle,Vía de los Poblados,10,28033,446549,4480273,"2020-612"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 1, 28033",Madrid,Calle,Vía de los Poblados,1,28033,446225,4480932,"2018-983"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 13, 28033",Madrid,Calle,Vía de los Poblados,13,28033,446364,4480524,"2017-225"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 13, 28033",Madrid,Calle,Vía de los Poblados,13,28033,446364,4480524,"2017-224"
Otros,Privada,"Madrid, Calle, Vía de los Poblados, 3, 28033",Madrid,Calle,Vía de los Poblados,3,28033,446250,4480747,"2020-283"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 3, 28033",Madrid,Calle,Vía de los Poblados,3,28033,472287,4483767,"2019-2814"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, Vía de los Poblados, 3, 28033",Madrid,Calle,Vía de los Poblados,3,28033,446143,4480707,"2019-2955"
