codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2018-2096,Otros,Privada,Calle de Almagro 18 28010 Madrid,Calle,de Almagro,18,28010,Madrid,441129,4475607.0
2020-539,Otros,Privada,Calle de Almagro 36 28010 Madrid,Calle,de Almagro,36,28010,Madrid,441292,4475829.0
2021-242,Otros,Pública,Calle de Almagro 33 28010 Madrid,Calle,de Almagro,33,28010,Madrid,441327,4476009.0
2022-434,Otros,Privada,Calle de Almagro 23 28010 Madrid,Calle,de Almagro,23,28010,Madrid,441263,4475853.0
2023-46,Centro educativo,Privada,Calle de Almansa 101 28040 Madrid,Calle,de Almansa,101,28040,Madrid,439388,4477842.0
2022-1178,Establecimiento dependiente de una Administración Pública,Privada,Calle Iglesia 8 28729 Navalafuente,Calle,Iglesia,8,28729,Navalafuente,443062,4519398.0
2023-289,Otros,Privada,Calle de Carranza 7 28004 Madrid,Calle,de Carranza,7,28004,Madrid,440360,4475608.0
2019-2075,Centros residenciales de mayores con 200 plazas,Privada,Calle de Cartagena 133 28002 Madrid,Calle,de Cartagena,133,28002,Madrid,442649,4477146.0
2019-2711,Centro educativo,Pública,Calle Escuelas 1 28213 Colmenar del Arroyo,Calle,Escuelas,1,28213,Colmenar del Arroyo,398237,4474900.0
2019-377,Centro educativo,Privada,Calle de Angelillo 9 28018 Madrid,Calle,de Angelillo,9,28018,Madrid,445279,4470314.0
2018-1630,Centros residenciales de mayores con 200 plazas,Privada,Calle de Aniceto Marinas 114 28008 Madrid,Calle,de Aniceto Marinas,114,28008,Madrid,437708,4475986.0
2023-7,Otros,Privada,Calle de Aniceto Marinas 114 28008 Madrid,Calle,de Aniceto Marinas,114,28008,Madrid,437545,4476391.0
2018-1379,Otros,Privada,Avda de Bruselas 36 28028 Madrid,Avda,de Bruselas,36,28028,Madrid,445558,4487674.0
2018-1383,Otros,Privada,Avda de Bruselas 34 28028 Madrid,Avda,de Bruselas,34,28028,Madrid,445579,4486744.0
2019-35,Instalaciones de transporte,Pública,Avda de Bruselas 0 28028 Madrid,Avda,de Bruselas,0,28028,Madrid,443765,4476740.0
2018-3039,Instalaciones de transporte,Pública,Avda de Bruselas 14 28028 Madrid,Avda,de Bruselas,14,28028,Madrid,446177,4486982.0
2018-1757,Otros,Privada,Avda de Bruselas 32 28108 Madrid,Avda,de Bruselas,32,28108,Madrid,445613,4486773.0
2023-788,Otros,Privada,Avda de Bucaramanga 2 28033 Madrid,Avda,de Bucaramanga,2,28033,Madrid,446087,4480351.0
2018-1513,Otros,Privada,Calle del Buen Gobernador 16 28027 Madrid,Calle,del Buen Gobernador,16,28027,Madrid,444490,4476083.0
2022-607,Otros,Privada,Calle del Buen Suceso 19 28008 Madrid,Calle,del Buen Suceso,19,28008,Madrid,439031,4475542.0
2023-447,Centro educativo,Privada,Calle de Buendía 50 28053 Madrid,Calle,de Buendía,50,28053,Madrid,443003,4470393.0
2017-387,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 109 28050 Madrid,Avda,de Burgos,109,28050,Madrid,443381,4483120.0
2017-423,Otros,Privada,Avda de Burgos 19 28036 Madrid,Avda,de Burgos,19,28036,Madrid,442691,4480572.0
2018-1097,Otros,Privada,Avda de Burgos 85 28050 Madrid,Avda,de Burgos,85,28050,Madrid,442880,4482305.0
2018-2536,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 91 28050 Madrid,Avda,de Burgos,91,28050,Madrid,443049,4482827.0
2018-2538,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 91 28050 Madrid,Avda,de Burgos,91,28050,Madrid,443154,4483224.0
2018-2541,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 91 28050 Madrid,Avda,de Burgos,91,28050,Madrid,443085,4482805.0
2019-372,Otros,Privada,Avda de Burgos 93 28050 Madrid,Avda,de Burgos,93,28050,Madrid,443230,4482861.0
2019-795,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de Burgos 18 28036 Madrid,Avda,de Burgos,18,28036,Madrid,442763,4480850.0
2019-628,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 12 28036 Madrid,Avda,de Burgos,12,28036,Madrid,442773,4480585.0
2019-922,Otros,Privada,Avda de Burgos 18 28036 Madrid,Avda,de Burgos,18,28036,Madrid,442749,4480795.0
2019-923,Otros,Privada,Avda de Burgos 18 28036 Madrid,Avda,de Burgos,18,28036,Madrid,442749,4480795.0
2020-60,Establecimiento hotelero con más de 100 plazas,Privada,Avda de Burgos 131 28050 Madrid,Avda,de Burgos,131,28050,Madrid,443679,4483260.0
2022-1300,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 8 28036 Madrid,Avda,de Burgos,8,28036,Madrid,442777,4480536.0
2023-679,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 91 28050 Madrid,Avda,de Burgos,91,28050,Madrid,443166,4482789.0
2023-680,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 91 28050 Madrid,Avda,de Burgos,91,28050,Madrid,443133,4482770.0
2024-347,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 8 28031 Madrid,Avda,de Burgos,8,28031,Madrid,442735,4480497.0
2024-70,Otros,Privada,Avda de Burgos 8 28036 Madrid,Avda,de Burgos,8,28036,Madrid,442726,4480500.0
2024-345,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 8 28031 Madrid,Avda,de Burgos,8,28031,Madrid,442735,4480497.0
2024-762,Otros,Privada,Avda de Burgos 118 28050 Madrid,Avda,de Burgos,118,28050,Madrid,443023,4482211.0
2024-763,Otros,Privada,Avda de Burgos 118 28050 Madrid,Avda,de Burgos,118,28050,Madrid,443023,4482211.0
2024-760,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 118 28050 Madrid,Avda,de Burgos,118,28050,Madrid,443023,4482211.0
2024-642,Otros,Privada,Avda de Burgos 87 28050 Madrid,Avda,de Burgos,87,28050,Madrid,442915,4482380.0
2024-604,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 89 28050 Madrid,Avda,de Burgos,89,28050,Madrid,442946,4482511.0
2024-761,Centro de trabajo con más de 250 trabajadores,Privada,Avda de Burgos 118 28050 Madrid,Avda,de Burgos,118,28050,Madrid,443023,4482211.0
2024-813,Otros,Privada,Avda de Burgos 89 28050 Madrid,Avda,de Burgos,89,28050,Madrid,442920,4482779.0
2024-641,Otros,Privada,Avda de Burgos 87 28050 Madrid,Avda,de Burgos,87,28050,Madrid,442915,4482380.0
2024-890,Otros,Privada,Avda de Burgos 87 28050 Madrid,Avda,de Burgos,87,28050,Madrid,442915,4482380.0
2018-2568,Centro educativo,Privada,Calle del Butrón 33 28022 Madrid,Calle,del Butrón,33,28022,Madrid,448478,4475308.0
2023-373,Otros,Privada,Calle del Caballero de Gracia 30 28013 Madrid,Calle,del Caballero de Gracia,30,28013,Madrid,440718,4474495.0
2019-747,Establecimiento dependiente de una Administración Pública,Pública,Calle Piedrahita 42 28400 Collado Villalba,Calle,Piedrahita,42,28400,Collado Villalba,415312,4498981.0
2019-748,Establecimiento dependiente de una Administración Pública,Pública,Calle Piedrahita 42 28400 Collado Villalba,Calle,Piedrahita,42,28400,Collado Villalba,415312,4498981.0
2022-245,Establecimiento dependiente de una Administración Pública,Pública,Calle del Alberche 21 28007 Madrid,Calle,del Alberche,21,28007,Madrid,442482,4472469.0
2022-1122,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Calle del Alberche 14 28007 Madrid,Calle,del Alberche,14,28007,Madrid,442574,4472544.0
2023-315,Otros,Privada,Calle del Alberche 21 28007 Madrid,Calle,del Alberche,21,28007,Madrid,442540,4472451.0
2019-1915,Otros,Privada,Calle de Barbadillo 4 28042 Madrid,Calle,de Barbadillo,4,28042,Madrid,450803,4478015.0
2018-1742,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Barbadillo 7 28042 Madrid,Calle,de Barbadillo,7,28042,Madrid,450777,4478068.0
2019-620,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Bárbara de Braganza 13 28004 Madrid,Calle,de Bárbara de Braganza,13,28004,Madrid,441305,4474981.0
2019-623,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Bárbara de Braganza 14 28004 Madrid,Calle,de Bárbara de Braganza,14,28004,Madrid,441274,4474979.0
2023-234,Centro de trabajo con más de 250 trabajadores,Pública,Calle de Bárbara de Braganza 6 28004 Madrid,Calle,de Bárbara de Braganza,6,28004,Madrid,441290,4475200.0
2018-2813,Instalaciones de transporte,Pública,Calle de Barceló 2 28004 Madrid,Calle,de Barceló,2,28004,Madrid,440552,4475306.0
2018-2950,Instalaciones de transporte,Pública,Calle de Barceló 2 28004 Madrid,Calle,de Barceló,2,28004,Madrid,440552,4475306.0
2023-109,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Barceló 6 28004 Madrid,Calle,de Barceló,6,28004,Madrid,440721,4475355.0
2021-892,Centro educativo,Pública,Calle Alcalá 0 28814 Daganzo de Arriba,Calle,Alcalá,0,28814,Daganzo de Arriba,461282,4488223.0
2020-599,Otros,Privada,Cmno Ancho 44 28814 Daganzo de Arriba,Cmno,Ancho,44,28814,Daganzo de Arriba,461062,4487740.0
2020-596,Otros,Privada,Cmno Ancho 44 28814 Daganzo de Arriba,Cmno,Ancho,44,28814,Daganzo de Arriba,461062,4488774.0
2019-806,Otros,Pública,Calle del Villar 12 28971 Griñón,Calle,del Villar,12,28971,Griñón,420729,4451982.0
2019-418,Otros,Pública,Paseo de la Cárcava 20 28971 Griñón,Paseo,de la Cárcava,20,28971,Griñón,427413,4452017.0
2023-146,Otros,Pública,Calle de la Ermita 1 28971 Griñón,Calle,de la Ermita,1,28971,Griñón,427511,4452119.0
2019-416,Otros,Pública,Calle Fuentesanta 1 28971 Griñón,Calle,Fuentesanta,1,28971,Griñón,427862,4451886.0
2018-3046,Centro educativo,Privada,Calle Levante 1 28971 Griñón,Calle,Levante,1,28971,Griñón,427176,4451669.0
2018-3048,Centro educativo,Privada,Calle Levante 1 28971 Griñón,Calle,Levante,1,28971,Griñón,427176,4451669.0
2019-417,Otros,Pública,Calle de la Llanada 23 28971 Griñón,Calle,de la Llanada,23,28971,Griñón,427384,4451414.0
2019-415,Otros,Pública,Plaza Mayor 1 28971 Griñón,Plaza,Mayor,1,28971,Griñón,427428,4451758.0
2019-139,Otros,Privada,Calle Noruega 4 28971 Griñón,Calle,Noruega,4,28971,Griñón,427243,4450818.0
2019-136,Otros,Privada,Calle Noruega 4 28971 Griñón,Calle,Noruega,4,28971,Griñón,427195,4450791.0
2019-137,Otros,Privada,Calle Noruega 4 28971 Griñón,Calle,Noruega,4,28971,Griñón,427195,4450791.0
2022-1141,Otros,Privada,Calle Camino del Molino 5 28400 Collado Villalba,Calle,Camino del Molino,5,28400,Collado Villalba,413307,4497938.0
2023-126,Otros,Privada,Calle Camino del Molino 5 28400 Collado Villalba,Calle,Camino del Molino,5,28400,Collado Villalba,413576,4498172.0
2018-1233,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Portugal 33 28943 Fuenlabrada,Calle,Portugal,33,28943,Fuenlabrada,431151,4459419.0
2019-2862,Instalaciones de transporte,Pública,Calle Barcelona 0 28945 Fuenlabrada,Calle,Barcelona,0,28945,Fuenlabrada,432634,4460990.0
2018-3194,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Barcelona 0 28945 Fuenlabrada,Calle,Barcelona,0,28945,Fuenlabrada,432729,4460927.0
2018-2160,Establecimiento dependiente de una Administración Pública,Pública,Calle Higueral 1 28944 Fuenlabrada,Calle,Higueral,1,28944,Fuenlabrada,432127,4458590.0
2018-2158,Establecimiento dependiente de una Administración Pública,Pública,Calle Islandia 1 28942 Fuenlabrada,Calle,Islandia,1,28942,Fuenlabrada,431248,4460358.0
2018-570,Centros residenciales de mayores con 200 plazas,Privada,Calle de Finlandia 2 28942 Fuenlabrada,Calle,de Finlandia,2,28942,Fuenlabrada,431459,4460284.0
2024-175,Otros,Privada,Calle de Finlandia 6 28942 Fuenlabrada,Calle,de Finlandia,6,28942,Fuenlabrada,431526,4460325.0
2022-1051,Otros,Privada,Calle Molinaseca 23 28947 Fuenlabrada,Calle,Molinaseca,23,28947,Fuenlabrada,436184,4456487.0
2018-2191,Establecimiento dependiente de una Administración Pública,Pública,Avda de las Comarcas 2 28941 Fuenlabrada,Avda,de las Comarcas,2,28941,Fuenlabrada,432354,4461041.0
2018-2192,Establecimiento dependiente de una Administración Pública,Pública,Avda de las Comarcas 2 28941 Fuenlabrada,Avda,de las Comarcas,2,28941,Fuenlabrada,431917,4460655.0
2020-97,Centro educativo,Privada,Avda de las Comarcas 70 28941 Fuenlabrada,Avda,de las Comarcas,70,28941,Fuenlabrada,431643,4461275.0
2022-1296,Otros,Privada,Avda de las Comarcas 2 28941 Fuenlabrada,Avda,de las Comarcas,2,28941,Fuenlabrada,432446,4461006.0
2023-131,Centro educativo,Privada,Avda de las Comarcas 70 28941 Fuenlabrada,Avda,de las Comarcas,70,28941,Fuenlabrada,431644,4461270.0
2019-489,Centro educativo,Privada,Calle de Mónaco 6 28943 Fuenlabrada,Calle,de Mónaco,6,28943,Fuenlabrada,431481,4458988.0
2019-2445,Otros,Privada,Calle de Cabeza Mesada 5 28031 Madrid,Calle,de Cabeza Mesada,5,28031,Madrid,446559,4469757.0
2022-412,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Cabeza Mesada 5 28031 Madrid,Calle,de Cabeza Mesada,5,28031,Madrid,446573,4469751.0
2024-346,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Cabeza Mesada 5 28031 Madrid,Calle,de Cabeza Mesada,5,28031,Madrid,446574,4469756.0
2020-624,Otros,Privada,Calle de Cáceres 50 28045 Madrid,Calle,de Cáceres,50,28045,Madrid,440584,4472239.0
2019-2695,Establecimiento hotelero con más de 100 plazas,Privada,Calle Velasco 7 28901 Getafe,Calle,Velasco,7,28901,Getafe,437904,4462211.0
2020-328,Centro educativo,Privada,Calle Velasco 2 28901 Getafe,Calle,Velasco,2,28901,Getafe,437933,4462241.0
2018-2820,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Ctra Andalucía 17 28906 Getafe,Ctra,Andalucía,17,28906,Getafe,440536,4458027.0
2023-86,Establecimiento hotelero con más de 100 plazas,Privada,Ctra Andalucía 14 28906 Getafe,Ctra,Andalucía,14,28906,Getafe,441227,4461687.0
2018-3013,Centro de trabajo con más de 250 trabajadores,Privada,Calle de los Torneros 36 28906 Getafe,Calle,de los Torneros,36,28906,Getafe,440832,4462056.0
2018-3014,Centro de trabajo con más de 250 trabajadores,Privada,Calle de los Torneros 36 28906 Getafe,Calle,de los Torneros,36,28906,Getafe,440832,4462056.0
2019-954,Otros,Privada,Calle de los Torneros 32 28906 Getafe,Calle,de los Torneros,32,28906,Getafe,440832,4461848.0
2023-134,Otros,Privada,Calle de los Torneros 1 28906 Getafe,Calle,de los Torneros,1,28906,Getafe,440436,4461969.0
2024-628,Otros,Privada,Calle los Frailes 88 28814 Daganzo de Arriba,Calle,los Frailes,88,28814,Daganzo de Arriba,462088,4486526.0
2018-2517,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Plaza Comunidad de Madrid 2 28914 Leganés,Plaza,Comunidad de Madrid,2,28914,Leganés,435638,4464413.0
2021-838,Establecimiento dependiente de una Administración Pública,Pública,Plaza Comunidad de Madrid 5 28914 Leganés,Plaza,Comunidad de Madrid,5,28914,Leganés,435633,4464397.0
2021-840,Establecimiento dependiente de una Administración Pública,Pública,Plaza Comunidad de Madrid 5 28914 Leganés,Plaza,Comunidad de Madrid,5,28914,Leganés,435633,4464397.0
2021-839,Establecimiento dependiente de una Administración Pública,Pública,Plaza Comunidad de Madrid 5 28914 Leganés,Plaza,Comunidad de Madrid,5,28914,Leganés,435633,4464397.0
2019-686,Establecimiento hotelero con más de 100 plazas,Privada,Calle el Charco 4 28911 Leganés,Calle,el Charco,4,28911,Leganés,434715,4464385.0
2024-32,Otros,Pública,Calle el Charco 23 28911 Leganés,Calle,el Charco,23,28911,Leganés,434716,4464517.0
2023-926,Otros,Privada,Calle Daza Valdés 12 28914 Leganés,Calle,Daza Valdés,12,28914,Leganés,436751,4463703.0
2019-544,Centros residenciales de mayores con 200 plazas,Privada,Calle Delco 10 28914 Leganés,Calle,Delco,10,28914,Leganés,435479,4463375.0
2023-813,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Eduardo Torroja 1 28914 Leganés,Calle,Eduardo Torroja,1,28914,Leganés,436697,4463314.0
2024-34,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda Europa 4 28915 Leganés,Avda,Europa,4,28915,Leganés,436602,4465101.0
2024-132,Otros,Pública,Avda Europa 6 28915 Leganés,Avda,Europa,6,28915,Leganés,436574,4465269.0
2024-49,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda Europa 12 28915 Leganés,Avda,Europa,12,28915,Leganés,436518,4465598.0
2018-2242,Otros,Privada,Calle de Camarena 72 28047 Madrid,Calle,de Camarena,72,28047,Madrid,435799,4471889.0
2018-2461,Centro educativo,Pública,Calle de Camarena 55 28047 Madrid,Calle,de Camarena,55,28047,Madrid,435982,4471934.0
2018-2442,Centro educativo,Privada,Calle de Camarena 57 28047 Madrid,Calle,de Camarena,57,28047,Madrid,435907,4471853.0
2018-771,Establecimiento dependiente de una Administración Pública,Pública,Calle de Camarena 181 28047 Madrid,Calle,de Camarena,181,28047,Madrid,435946,4471118.0
2019-664,Centro educativo,Pública,Calle de Cambados 1 28055 Madrid,Calle,de Cambados,1,28055,Madrid,446568,4481106.0
2021-337,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle de las Eras 0 28240 Hoyo de Manzanares,Calle,de las Eras,0,28240,Hoyo de Manzanares,423387,4497492.0
2018-2992,Otros,Privada,Calle Brañuelas 31 28947 Fuenlabrada,Calle,Brañuelas,31,28947,Fuenlabrada,436054,4456448.0
2018-571,Otros,Pública,Calle de Castilla la Vieja 19 28941 Fuenlabrada,Calle,de Castilla la Vieja,19,28941,Fuenlabrada,431662,4460703.0
2018-2081,Centro educativo,Privada,Calle de Castilla la Vieja 18 28941 Fuenlabrada,Calle,de Castilla la Vieja,18,28941,Fuenlabrada,431743,4460726.0
2021-166,Otros,Privada,Calle Halcón 2 28946 Fuenlabrada,Calle,Halcón,2,28946,Fuenlabrada,435109,4456765.0
2018-2225,Establecimiento dependiente de una Administración Pública,Pública,Calle Majadahonda 5 28945 Fuenlabrada,Calle,Majadahonda,5,28945,Fuenlabrada,432307,4459982.0
2018-2180,Establecimiento dependiente de una Administración Pública,Pública,Avda de las Provincias 33 28941 Fuenlabrada,Avda,de las Provincias,33,28941,Fuenlabrada,431975,4461068.0
2019-1930,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda de las Provincias 18 28941 Fuenlabrada,Avda,de las Provincias,18,28941,Fuenlabrada,431441,4460781.0
2023-476,Otros,Privada,Avda de las Provincias 18 28941 Fuenlabrada,Avda,de las Provincias,18,28941,Fuenlabrada,431874,4460980.0
2023-258,Otros,Privada,Calle de Amsterdam 3 28042 Madrid,Calle,de Amsterdam,3,28042,Madrid,447859,4479250.0
2024-217,Establecimiento dependiente de una Administración Pública,Pública,Calle de Áncora 43 28045 Madrid,Calle,de Áncora,43,28045,Madrid,441515,4472709.0
2022-429,Otros,Privada,Avda de Andalucía 0 28021 Madrid,Avda,de Andalucía,0,28021,Madrid,442568,4465300.0
2020-185,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda de los Andes 50 28042 Madrid,Avda,de los Andes,50,28042,Madrid,447593,4478825.0
2024-747,Otros,Privada,Calle de Andrés Torrejón 8 28014 Madrid,Calle,de Andrés Torrejón,8,28014,Madrid,442128,4473134.0
2022-967,Otros,Privada,Paseo de las Acacias 5 28821 Coslada,Paseo,de las Acacias,5,28821,Coslada,454286,4475877.0
2019-330,Centro educativo,Privada,Ctra Moralzarzal 6 28400 Collado Villalba,Ctra,Moralzarzal,6,28400,Collado Villalba,417504,4499078.0
