Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
447420,7900000000;4469524,0400000000;19/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA AITANA, CALLE, DE LA;6;PMR;Línea;1;9,5;;-3.6193684650;40.3746404980
447444,7600000000;4469104,1800000000;13/05/2019;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ARLA, CALLE, DE LA;1;PMR;Línea;1;6,5;;-3.6190515050;40.3708589190
447440,2700000000;4469158,7400000000;01/06/2018;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ARLA, CALLE, DE LA;2;PMR;Línea;1;5,5;;-3.6191089150;40.3713504030
447389,5200000000;4469116,5000000000;20/10/2022;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ARLA, CALLE, DE LA;11;PMR;Línea;1;7,8;;-3.6197031870;40.3709665210
447407,0600000000;4469120,7700000000;18/11/2011;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ARLA, CALLE, DE LA;9A;PMR;;1;5,5;;-3.6194969220;40.3710066850
447308,0400000000;4469186,7400000000;09/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE BOBIA, CALLE, DE LA;23;PMR;Línea;2;17,5;;-3.6206687360;40.3715941960
447386,5400000000;4469205,9000000000;03/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE BOBIA, CALLE, DE LA;24;PMR;Línea;1;8;;-3.6197456430;40.3717722710
447354,9700000000;4469200,1700000000;03/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE BOBIA, CALLE, DE LA;28;PMR;Línea;1;8;;-3.6201170350;40.3717183560
447377,1900000000;4470173,4700000000;23/02/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ENCINARES, CALLE, DE LA;2;PMR;;3;9,6;;-3.6199356930;40.3804874750
447331,1100000000;4470239,0300000000;24/04/2007;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ENCINARES, CALLE, DE LA;5;PMR;;1;7;;-3.6204838990;40.3810755020
447298,4500000000;4470309,5900000000;03/03/2014;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE ENCINARES, CALLE, DE LA;13;PMR;Línea;2;10;;-3.6208745420;40.3817090780
447548,2400000000;4470011,4600000000;08/04/2011;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GOR, CALLE, DE LA;3;PMR;Línea;1;5,5;;-3.6179074230;40.3790388090
447550,0600000000;4470043,3500000000;03/11/2009;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GOR, CALLE, DE LA;5;PMR;;1;10;;-3.6178885730;40.3793269490
447557,2400000000;4470045,4200000000;04/09/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GOR, CALLE, DE LA;8;PMR;Línea;1;5,5;;-3.6178041760;40.3793457420
446940,1800000000;4470068,2400000000;10/01/2019;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GREDOS, CALLE, DE LA;4;PMR;Línea;1;5,7;;-3.6250749530;40.3795123010
446884,1600000000;4470047,4500000000;03/04/2017;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GREDOS, CALLE, DE LA;11;PMR;Línea;2;10;;-3.6257332240;40.3793216780
446846,8600000000;4470079,5800000000;28/07/2016;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GREDOS, CALLE, DE LA;14;PMR;Batería;2;7,5;;-3.6261751470;40.3796087300
446833,9200000000;4470032,7800000000;20/01/2005;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GREDOS, CALLE, DE LA;15;PMR;;1;5,5;;-3.6263237140;40.3791857720
447073,9500000000;4470255,1600000000;01/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE GUADALUPE, CALLE, DE LA;8;PMR;Línea;1;8;;-3.6235147320;40.3812045890
447047,1500000000;4469872,5700000000;13/02/2013;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;10;PMR;Línea;1;5,5;;-3.6237985180;40.3777560130
447038,4800000000;4469827,4600000000;27/11/2006;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;15;PMR;;2;10;;-3.6238970090;40.3773491560
446986,5200000000;4469718,0000000000;25/05/2010;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;20;PMR;Línea;1;5;;-3.6244999330;40.3763597730
447007,2600000000;4469751,8300000000;20/11/2014;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;23;PMR;Línea;1;5;;-3.6242584880;40.3766660180
446837,4700000000;4469528,9600000000;18/05/2011;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;40;PMR;Batería;1;3,7;;-3.6262398330;40.3746472590
446887,4200000000;4469582,6200000000;10/08/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;S/N;PMR;Batería;;3,7;;-3.6256560470;40.3751339290
446897,0000000000;4469569,5500000000;23/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE PALOMERAS, CALLE, DE LA;S/N;PMR;Batería;1;3,7;;-3.6255419710;40.3750172180
447182,0100000000;4469764,6300000000;02/02/2005;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE QUEIJA, CALLE, DE LA;Fte 7;PMR;;1;5;;-3.6222009970;40.3767923560
446692,7700000000;4469965,2900000000;18/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE TORNAVACAS, CALLE, DE LA;5;PMR;Línea;1;8;;-3.6279807660;40.3785691550
446768,5100000000;4469858,0100000000;26/11/2015;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE TORNAVACAS, CALLE, DE LA;15;PMR;Batería;2;7,5;;-3.6270796750;40.3776075030
447542,9600000000;4469197,6400000000;29/11/2023;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DE TORTEJADA, CALLE, DE LA;3;PMR;Batería;2;7,5;;-3.6179025530;40.3717070110
447444,3700000000;4469252,9600000000;17/09/2010;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL BREZO, CALLE, DE LA;2;PMR;Línea;1;5;;-3.6190684070;40.3721991820
447410,4500000000;4469246,7400000000;12/08/2016;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL BREZO, CALLE, DE LA;10;PMR;Línea;1;5,5;;-3.6194673000;40.3721416570
447380,5000000000;4469241,2100000000;30/09/2016;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL BREZO, CALLE, DE LA;16;PMR;Línea;2;11;;-3.6198197840;40.3720896900
447276,6400000000;4469222,8200000000;16/01/2015;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL BREZO, CALLE, DE LA;38;PMR;Línea;1;5,5;;-3.6210415020;40.3719175730
447256,4900000000;4469219,0800000000;18/11/2019;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL BREZO, CALLE, DE LA;48;PMR;Línea;2;11;;-3.6212785920;40.3718823940
447608,7200000000;4469989,2800000000;08/10/2015;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL TORCAL, CALLE, DE LA;4;PMR;Batería;1;3,5;;-3.6171931160;40.3788430860
447608,6200000000;4470020,2300000000;15/02/2010;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA DEL TORCAL, CALLE, DE LA;8;PMR;Línea;1;3,7;;-3.6171968410;40.3791221740
447124,1400000000;4469733,3100000000;16/05/2023;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA ESPUÑA, CALLE, DE LA;3;PMR;Batería;2;7,5;;-3.6228801810;40.3765064500
447156,0300000000;4469686,6800000000;17/09/2010;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA ESPUÑA, CALLE, DE LA;Fte 7;PMR;Línea;1;5;;-3.6225005960;40.3760883620
446820,3800000000;4470262,8400000000;01/07/2008;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;5;PMR;Línea;1;6,5;;-3.6265023050;40.3812575300
446947,5700000000;4470215,3100000000;14/02/2014;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;15;PMR;Línea;1;5,5;;-3.6250001250;40.3808372660
446993,5400000000;4470204,3900000000;05/07/2022;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;17;PMR;Línea;1;7,48;;-3.6244576480;40.3807417540
446749,5400000000;4470197,1300000000;09/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;20;PMR;Línea;2;16;;-3.6273313750;40.3806613100
447373,1600000000;4470148,5800000000;08/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GORDA, CALLE, DE LA;16;PMR;Línea;1;8;;-3.6199810720;40.3802633910
447552,1400000000;4470197,0800000000;31/01/2005;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GORDA, CALLE, DE LA;62;PMR;Batería;1;3;;-3.6178767120;40.3807112150
447357,5400000000;4469346,9200000000;05/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA MONTILLA, CALLE, DE LA;6;PMR;Línea;1;8;;-3.6200988150;40.3730409720
447319,8800000000;4469340,2200000000;25/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA MONTILLA, CALLE, DE LA;12;PMR;Línea;2;16;;-3.6205419400;40.3729774310
446649,5900000000;4469826,2400000000;25/03/2009;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;21;PMR;Batería;1;3;;-3.6284777490;40.3773131740
446721,9900000000;4469831,5900000000;14/08/2013;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;27;PMR;Batería;1;3,7;;-3.6276254170;40.3773665170
446828,8200000000;4469838,7800000000;12/01/2015;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;33;PMR;Línea;1;5,6;;-3.6263675460;40.3774377930
446787,1800000000;4469817,2900000000;16/07/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;38;PMR;Batería;1;4,14;;-3.6268562210;40.3772418980
446976,3400000000;4469907,6600000000;14/08/2013;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;54;PMR;Línea;1;5,5;;-3.6246356090;40.3780681040
446998,9100000000;4469925,2400000000;10/03/2022;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;58;PMR;Línea;1;6,5;;-3.6243712460;40.3782276720
446868,3100000000;4469835,7400000000;04/08/2006;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;Fte 37;PMR;Batería;1;3,7;;-3.6259021320;40.3774126970
446711,1100000000;4469892,5100000000;16/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA VIEJA, CALLE, DE LA;S/N;PMR;Línea;1;8;;-3.6277586300;40.3779143220
449352,4500000000;4468237,5300000000;12/03/2019;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;SILVINA OCAMPO, CALLE, DE;5;PMR;Batería;1;3,7;;-3.5965131210;40.3631698260
449322,0200000000;4468219,7000000000;04/02/2005;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;SILVINA OCAMPO, CALLE, DE;8;PMR;;1;3,6;;-3.5968700170;40.3630071060
447387,6300000000;4469694,8200000000;01/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SUERTE, CAMINO, DE LA;6;PMR;Línea;1;8;;-3.6197732030;40.3761767700
447462,9100000000;4469734,8800000000;20/12/2021;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SUERTE, CAMINO, DE LA;17;PMR;Línea;1;6,5;;-3.6188898160;40.3765417440
447542,6900000000;4469624,1800000000;01/08/2018;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SUERTE, CAMINO, DE LA;18;PMR;Batería;1;3,7;;-3.6179407690;40.3755501830
447560,6700000000;4469493,5100000000;26/03/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SUERTE, CAMINO, DE LA;30;PMR;Batería;1;3,7;;-3.6177182320;40.3743742450
447423,7900000000;4468758,1000000000;01/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TALAMANCA DEL JARAMA, CALLE, DE;2;PMR;Batería;1;3;;-3.6192699160;40.3677403670
447458,7700000000;4468783,0000000000;20/02/2009;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TALAMANCA DEL JARAMA, CALLE, DE;7;PMR;;1;2,39;;-3.6188600800;40.3679666860
447255,4300000000;4468616,3700000000;16/07/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TALAMANCA DEL JARAMA, CALLE, DE;30;PMR;Batería;2;7,2;;-3.6212411780;40.3664525300
447373,5700000000;4468681,8000000000;14/01/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TALAMANCA DEL JARAMA, CALLE, DE;Fte 19;PMR;Batería;1;3,7;;-3.6198551360;40.3670493230
447261,7400000000;4468482,5800000000;01/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TALAMANCA DEL JARAMA, CALLE, DE;S/N;PMR;Batería;1;5,5;;-3.6211557500;40.3652476570
446545,8200000000;4469521,9900000000;02/02/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TINEO, CALLE, DE;9;PMR;Batería;1;8,5;;-3.6296746580;40.3745661850
446329,4400000000;4469521,8100000000;22/09/2009;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TINEO, CALLE, DE;S/N;PMR;Línea;1;8;;-3.6322233460;40.3745506580
446456,0800000000;4469539,2100000000;02/02/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;TINEO, CALLE, DE;S/N;PMR;Línea;1;8;;-3.6307330260;40.3747154980
447600,8100000000;4469116,1800000000;11/05/2016;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;TORRE DE JUAN ABAD, CALLE, DE;2;PMR;Línea;1;5,5;;-3.6172144880;40.3709767770
449974,9200000000;4467431,1900000000;31/01/2011;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDECULEBRAS, AVENIDA, DE;20;PMR;Línea;1;5,5;;-3.5891189290;40.3559430520
450307,4600000000;4467969,4100000000;01/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDECULEBRAS, AVENIDA, DE;45;PMR;Batería;1;2,5;;-3.5852449320;40.3608122760
450256,6600000000;4467774,5500000000;16/07/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDECULEBRAS, AVENIDA, DE;80;PMR;Batería;1;3,6;;-3.5858279740;40.3590534680
450280,3900000000;4467825,7300000000;01/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDECULEBRAS, AVENIDA, DE;S/N;PMR;Batería;1;3;;-3.5855525530;40.3595164180
446722,2700000000;4469459,3600000000;04/07/2011;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDERREBOLLO, CALLE, DE;3;PMR;Línea;1;5,5;;-3.6275910970;40.3740133380
446685,3900000000;4469438,7100000000;16/06/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDERREBOLLO, CALLE, DE;10;PMR;Batería;1;3,5;;-3.6280236800;40.3738244920
446704,7900000000;4469370,0200000000;22/06/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDERREBOLLO, CALLE, DE;22;PMR;Línea;1;8;;-3.6277893980;40.3732074730
446704,8300000000;4469288,4300000000;20/05/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDERREBOLLO, CALLE, DE;26;PMR;Línea;1;8;;-3.6277821790;40.3724720250
446655,3700000000;4469223,0200000000;10/04/2017;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VALDERREBOLLO, CALLE, DE;30 F;PMR;Batería;2;5,9;;-3.6283592620;40.3718800450
447171,7000000000;4469057,1600000000;08/07/2009;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VALDESAZ, CALLE, DE;2;PMR;Línea;1;5,5;;-3.6222637360;40.3704181430
447135,1600000000;4469053,6500000000;18/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VALDESAZ, CALLE, DE;5;PMR;Línea;2;16;;-3.6226938550;40.3703841090
447986,0000000000;4470332,9500000000;14/05/2018;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VASARES, CAMINO, DE;13;PMR;Línea;2;11,4;;-3.6127768720;40.3819633000
447716,7800000000;4469066,5900000000;01/07/2010;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLA DE VALLECAS, AVENIDA, DE LA;S/N;PMR;Línea;1;6;;-3.6158445460;40.3705376620
447383,1800000000;4468994,8600000000;22/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLACAÑAS, CALLE, DE;2;PMR;Batería;1;3,7;;-3.6197677590;40.3698706240
447385,0700000000;4469008,7700000000;22/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLACAÑAS, CALLE, DE;1 E;PMR;Línea;1;8;;-3.6197466750;40.3699960450
448052,7600000000;4469096,2700000000;16/09/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLALUENGA DE LA SAGRA, CALLE, DE;15;PMR;Batería;2;6,1;;-3.6118897040;40.3708256880
448015,5900000000;4469068,7100000000;10/08/2011;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLALUENGA DE LA SAGRA, CALLE, DE;24;PMR;;1;5,6;;-3.6123252100;40.3705755920
448107,6000000000;4469204,4500000000;16/07/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLALUENGA DE LA SAGRA, CALLE, DE;S/N;PMR;Batería;1;3,6;;-3.6112524030;40.3718037840
447189,6700000000;4468736,9200000000;16/07/2008;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMANTA, CALLE, DE;1;PMR;Batería;1;3,6;;-3.6220256140;40.3675349620
447106,1300000000;4468638,4100000000;26/06/2023;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMANTA, CALLE, DE;12;PMR;Batería;2;5,9;;-3.6230015330;40.3666418350
448118,7800000000;4469673,3600000000;10/05/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;2;PMR;;1;5,2;;-3.6111588970;40.3760288320
448095,8500000000;4469690,1500000000;29/07/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;2;PMR;Batería;1;3,7;;-3.6114304790;40.3761785460
448204,9300000000;4469637,7700000000;20/05/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;9;PMR;Batería;1;3,7;;-3.6101413240;40.3757138770
448287,1400000000;4469584,3900000000;29/08/2011;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;13;PMR;Batería;1;3,7;;-3.6091686710;40.3752376350
448530,0600000000;4469424,9500000000;13/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;35;PMR;Batería;1;3,7;;-3.6062943130;40.3738169290
448347,3100000000;4469544,8700000000;03/06/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;23 B;PMR;Batería;1;3,7;;-3.6084565990;40.3748854380
448392,1100000000;4469496,8700000000;01/07/2010;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;S/N;PMR;Batería;1;3,5;;-3.6079250080;40.3744561780
448326,1800000000;4469539,5800000000;03/06/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;S/N;PMR;Batería;1;3,7;;-3.6087050900;40.3748365640
448446,5500000000;4469479,6600000000;20/05/2024;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;VILLAMAYOR DE SANTIAGO, CALLE, DE;S/N;PMR;Batería;1;3,7;;-3.6072823790;40.3743044580
446986,9300000000;4469671,8300000000;22/09/2004;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAR DEL OLMO, CALLE, DE;S/N;PMR;Línea;1;8,05;;-3.6244912240;40.3759444930
446856,7900000000;4469782,9400000000;19/08/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAR DEL OLMO, CALLE, DE;S/N;PMR;Batería;1;3,7;;-3.6260333970;40.3769365120
446991,6100000000;4469605,5500000000;07/07/2023;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLARINO DE LOS AIRES, CALLE, DE;13;PMR;Batería;1;3,7;;-3.6244306620;40.3753473560
445403,8600000000;4469092,0900000000;29/06/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;260;PMR;;1;5,7;;-3.6430888610;40.3706190790
445337,0700000000;4469102,4800000000;29/06/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;261;PMR;;1;3,4;;-3.6438766200;40.3707081740
445553,4700000000;4469174,0600000000;29/06/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;264;PMR;;1;6;;-3.6413338340;40.3713674190
445460,2800000000;4469169,9000000000;29/06/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;265;PMR;;1;3,7;;-3.6424311620;40.3713242180
445643,7700000000;4469270,4100000000;09/05/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;269;PMR;Batería;1;3,7;;-3.6402784450;40.3722411230
445779,0200000000;4469297,5200000000;29/06/2012;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VILLAVERDE A VALLECAS, CARRETERA, DE;278;PMR;;1;6;;-3.6386876850;40.3724941410
448718,6300000000;4470298,8800000000;25/01/2011;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;1;PMR;Línea;1;5;;-3.6041433720;40.3817012860
448675,6700000000;4470296,2900000000;30/09/2009;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;2;PMR;Batería;2;7,2;;-3.6046493510;40.3816753880
448682,5000000000;4470282,7500000000;11/11/2010;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;3;PMR;Línea;2;7,2;;-3.6045678190;40.3815535200
448496,5300000000;4470216,8800000000;01/12/2011;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;11;PMR;;4;12;;-3.6067532520;40.3809493360
448432,1900000000;4470190,2300000000;02/08/2016;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;13;PMR;Batería;1;3;;-3.6075090410;40.3807049130
448325,6600000000;4470148,9700000000;14/02/2022;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;17;PMR;Batería;2;6;;-3.6087605530;40.3803264740
448646,3400000000;4470285,9200000000;04/05/2011;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;2A;PMR;Batería;2;6,2;;-3.6049940430;40.3815805640
448551,9100000000;4470237,4000000000;26/02/2024;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;VIRGEN DE LAS VIÑAS, CALLE, DE LA;S/N;PMR;Batería;1;3,7;;-3.6061025440;40.3811368080
447132,2800000000;4469578,6200000000;17/05/2019;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VIRGEN DE LOS REMEDIOS, CALLE, DE LA;2;PMR;Línea;1;6,5;;-3.6227714330;40.3751135320
447113,7900000000;4469514,9000000000;09/07/2024;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;VIRGEN DE LOS REMEDIOS, CALLE, DE LA;S/N;PMR;Línea;1;8;;-3.6229840010;40.3745385690
448590,8400000000;4470418,2300000000;07/01/2020;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;ZAZUAR, CALLE, DE;4 A;PMR;Batería;1;3,7;;-3.6056584450;40.3827682480
448557,9900000000;4470401,2900000000;06/05/2015;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;ZAZUAR, CALLE, DE;5 B;PMR;Batería;2;7;;-3.6060441020;40.3826143520
